,aimag,sum,town,point_name,PID,mountCoLtd,centerID,Y,X,H_Baltic,B_gradWGS84,B_minWGS84,B_secWGS84,L_gradWGS84,L_minWGS84,L_secWGS84,N_UTM,E_UTM
1535,Увс ,Давст,,ПЦ-1165,GPS85120003,"""Геосет"" ХХК",ГЦТ-1165,50.6116666666667,92.4041666666667,855.139,50,36,42.16731,92,24,15.10092,5606816.767,457844.755
1536,Увс ,Давст,,ПЦ-5154,GPS85120004,"""Геосет"" ХХК",ГЦТ-5154,50.6083333333333,92.3969444444445,849.509,50,36,30.08623,92,23,49.96793,5606447.606,457347.768
1537,Увс ,Давст,,ПЦ-4628,GPS85120005,"""Геосет"" ХХК",ГЦТ-4628,50.6116666666667,92.4011111111111,855.347,50,36,42.09088,92,24,4.08797,5606816.151,457628.292
1538,Увс ,Давст,,ПЦ-5036,GPS85120006,"""Геосет"" ХХК",ГЦТ-5036,50.6188888888889,92.4186111111111,882.354,50,37,8.26937,92,25,7.38431,5607614.839,458878.634
1539,Увс ,Давст,,ПЦ-7000,GPS85120007,"""Геосет"" ХХК",дугааргүй,50.6122222222222,92.4061111111111,854.937,50,36,44.74477,92,24,22.67109,5606895.185,457994.174
1540,Увс ,Давст,,ПЦ-0887,GPS85120008,"""Геосет"" ХХК",ГТЦ-0887,50.6141666666667,92.3972222222222,858.515,50,36,51.26509,92,23,50.11244,5607101.745,457355.927
1541,Увс ,Завхан,,ПЦ-5001,GPS85100002,"""Геосет"" ХХК",ГЦТ-5001,48.8194444444444,93.0933333333333,1060.798,48,49,10.21824,93,5,36.80512,5407395.552,506867.686
1542,Увс ,Завхан,,ПЦ-5029,GPS85100003,"""Геосет"" ХХК",ГЦТ-5029,48.8225,93.1055555555556,1042.010,48,49,21.22709,93,6,20.89389,5407736.663,507766.213
1543,Увс ,Завхан,,ПЦ-5073,GPS85100004,"""Геосет"" ХХК",ГЦТ-5073,48.8166666666667,93.1022222222222,1044.498,48,49,0.84431,93,6,8.22852,5407106.925,507508.819
1544,Увс ,Завхан,,ПЦ-5740,GPS85100005,"""Геосет"" ХХК",ГЦТ-5740,48.8266666666667,93.1033333333333,1042.735,48,49,36.46986,93,6,12.71444,5408207.105,507598.799
1545,Увс ,Зүүнговь,,ПЦ-5063,GPS85040002,"""Геосет"" ХХК",ГЦТ-5063,49.905,93.7952777777778,996.214,49,54,18.81982,93,47,43.74353,5528396.925,557121.715
1546,Увс ,Зүүнговь,,ПЦ-5160,GPS85040003,"""Геосет"" ХХК",ГЦТ-5160,49.9008333333333,93.7975,995.960,49,54,3.07091,93,47,51.96019,5527912.285,557290.787
1547,Увс ,Зүүнговь,,ПЦ-5284,GPS85040004,"""Геосет"" ХХК",ГЦТ-5284,49.9136111111111,93.7866666666667,1034.163,49,54,49.87637,93,47,12.1953,5529349.416,556482.368
1548,Увс ,Зүүнговь,,ПЦ-5744,GPS85040005,"""Геосет"" ХХК",ГЦТ-5744,49.9077777777778,93.8019444444445,997.152,49,54,28.64147,93,48,7.51722,5528705.310,557592.663
1549,Увс ,Зүүнхангай,,ПЦ-5011,GPS85010002,"""Геосет"" ХХК",ГЦТ-5011,49.3016666666667,95.4508333333333,1802.751,49,18,6.30619,95,27,3.92039,5463891.376,678185.238
1550,Увс ,Зүүнхангай,,ПЦ-5039,GPS85010003,"""Геосет"" ХХК",ГЦТ-5039,49.3086111111111,95.4569444444445,1776.747,49,18,31.95476,95,27,25.44618,5464697.440,678594.112
1551,Увс ,Зүүнхангай,,ПЦ-5233,GPS85010004,"""Геосет"" ХХК",ГЦТ-5233,49.3044444444444,95.4416666666667,1791.907,49,18,16.1557,95,26,30.64906,5464173.735,677503.603
1552,Увс ,Малчин,,ПЦ-1178,GPS85090002,"""Геосет"" ХХК",ГЦТ-1178,49.7255555555556,93.2644444444444,1403.475,49,43,32.77621,93,15,52.54148,5508175.009,519070.371
1553,Увс ,Малчин,,ПЦ-4578,GPS85090003,"""Геосет"" ХХК",ГЦТ-4578,49.7294444444445,93.2566666666667,1400.114,49,43,46.64101,93,15,24.48706,5508601.247,518507.244
1554,Увс ,Малчин,,ПЦ-5849,GPS85090004,"""Геосет"" ХХК",ГЦТ-5849,49.7208333333333,93.2558333333333,1411.167,49,43,15.29968,93,15,21.78163,5507633.145,518456.384
1555,Увс ,Малчин,,ПЦ-105,GPS85090005,"""Геосет"" ХХК",дугааргүй,49.7313888888889,93.2630555555556,1424.180,49,43,53.53076,93,15,47.68616,5508815.632,518970.918
1556,Увс ,Малчин,,ПЦ-106,GPS85090006,"""Геосет"" ХХК",дугааргүй,49.7269444444444,93.2772222222222,1441.652,49,43,37.79713,93,16,38.8663,5508333.418,519997.244
1557,Увс ,Наранбулаг  ,,ПЦ-1179,GPS85110002,"""Геосет"" ХХК",ГЦТ-1179,49.3838888888889,92.5819444444445,1140.269,49,23,2.91638,92,34,55.08937,5470244.630,469660.050
1558,Увс ,Наранбулаг  ,,ПЦ-1904,GPS85110003,"""Геосет"" ХХК",ГТЦ-1904,49.3905555555556,92.5861111111111,1176.591,49,23,26.01742,92,35,10.75126,5470956.278,469979.713
1559,Увс ,Наранбулаг  ,,ПЦ-5007,GPS85110004,"""Геосет"" ХХК",ГЦТ-5007,49.3897222222222,92.5775,1159.730,49,23,23.25785,92,34,39.47859,5470874.551,469348.843
1560,Увс ,Наранбулаг  ,,ПЦ-5153,GPS85110005,"""Геосет"" ХХК",ГЦТ-5153,49.3783333333333,92.5744444444444,1118.527,49,22,42.08055,92,34,28.74698,5469604.162,469125.346
1561,Увс ,Сагил,,ПЦ-3058,GPS85190002,"""Геосет"" ХХК",ГЦТ-3058,50.3438888888889,91.6013888888889,1152.048,50,20,38.00686,91,36,5.68089,5577802.137,400497.709
1562,Увс ,Сагил,,ПЦ-3076,GPS85190003,"""Геосет"" ХХК",ГЦТ-3076,50.3477777777778,91.6069444444444,1153.325,50,20,52.51856,91,36,25.30617,5578243.052,400893.975
1563,Увс ,Сагил,,ПЦ-3106,GPS85190004,"""Геосет"" ХХК",ГЦТ-3106,50.3433333333333,91.6155555555556,1141.272,50,20,36.11189,91,36,56.60464,5577724.791,401503.081
1564,Увс ,Сагил,,ПЦ-5786,GPS85190005,"""Геосет"" ХХК",ГЦТ-5786,50.3375,91.6063888888889,1140.202,50,20,15.94984,91,36,23.57661,5577114.276,400838.644
1565,Увс ,Сагил,,ПЦ-5787,GPS85190006,"""Геосет"" ХХК",ГЦТ-5787,50.3397222222222,91.6091666666667,1140.932,50,20,23.60347,91,36,33.71733,5577346.907,401043.509
1566,Увс ,Тариалан,,ПЦ-1166,GPS85130002,"""Геосет"" ХХК",ГЦТ-1166,49.7825,91.9130555555556,1378.413,49,46,57.82374,91,54,47.28867,5515040.655,421757.921
1567,Увс ,Тариалан,,ПЦ-1170,GPS85130003,"""Геосет"" ХХК",ГЦТ-1170,49.7747222222222,91.8988888888889,1412.241,49,46,29.20005,91,53,56.68312,5514171.439,420733.016
1568,Увс ,Тариалан,,ПЦ-4257,GPS85130004,"""Геосет"" ХХК",ГЦТ-4257,49.7822222222222,91.9066666666667,1387.326,49,46,56.39999,91,54,24.13479,5515003.414,421294.283
1569,Увс ,Тариалан,,ПЦ-5997,GPS85130005,"""Геосет"" ХХК",ГЦТ-5997,49.7780555555556,91.8963888888889,1405.855,49,46,41.74173,91,53,47.48992,5514561.458,420554.851
1570,Увс ,Тариалан,,ПЦ-5034,GPS85130006,"""Геосет"" ХХК",5034,49.7986111111111,92.0661111111111,1158.882,49,47,55.2774,92,3,58.04432,5516666.670,432793.237
1571,Увс ,Түргэн,,ПЦ-1160,GPS85200002,"""Геосет"" ХХК",ГЦТ-1160,50.0986111111111,91.6741666666667,1216.630,50,5,55.55205,91,40,27.71149,5550453.342,405191.823
1572,Увс ,Түргэн,,ПЦ-1168,GPS85200003,"""Геосет"" ХХК",ГЦТ-1168,50.0975,91.6655555555556,1227.333,50,5,51.71726,91,39,56.7608,5550345.860,404574.848
1573,Увс ,Түргэн,,ПЦ-4109,GPS85200004,"""Геосет"" ХХК",ГЦТ-4109,50.1002777777778,91.6836111111111,1204.305,50,6,1.41313,91,41,1.4799,5550622.487,405865.850
1574,Увс ,Түргэн,,ПЦ-4976,GPS85200005,"""Геосет"" ХХК",ГЦТ-4976,50.1022222222222,91.6716666666667,1217.180,50,6,8.56469,91,40,18.31333,5550858.538,405012.271
1575,Увс ,Түргэн,,ПЦ-5782,GPS85200006,"""Геосет"" ХХК",ГЦТ-5782,50.1027777777778,91.6897222222222,1194.786,50,6,10.28526,91,41,23.33335,5550888.857,406304.779
1576,Увс ,Тэс ,,ПЦ-1112,GPS85060002,"""Геосет"" ХХК",ГЦТ-1112,50.475,93.5894444444444,798.454,50,28,30.13848,93,35,22.35714,5591615.835,541832.956
1577,Увс ,Тэс ,,ПЦ-3121,GPS85060003,"""Геосет"" ХХК",ГЦТ-3121,50.4725,93.6025,798.819,50,28,21.96905,93,36,9.70289,5591370.997,542768.210
1578,Увс ,Тэс ,,ПЦ-4949,GPS85060004,"""Геосет"" ХХК",ГЦТ-4949,50.4791666666667,93.6030555555556,800.256,50,28,45.44534,93,36,11.07843,5592096.325,542789.437
1579,Увс ,Тэс ,,ПЦ-5887,GPS85060005,"""Геосет"" ХХК",ГЦТ-5887,50.4816666666667,93.5927777777778,798.101,50,28,54.80801,93,35,34.34695,5592379.681,542063.198
1580,Увс ,Тэс ,,ПЦ-Тооромт,GPS85060006,"""Геосет"" ХХК",дугааргүй,50.4797222222222,93.5994444444444,799.753,50,28,47.25015,93,35,58.96371,5592150.137,542550.221
1581,Увс ,Тэс ,,ПЦ-5736,GPS85060007,"""Геосет"" ХХК",ГЦТ-5736,50.4777777777778,93.5819444444445,797.546,50,28,40.53644,93,34,55.90732,5591932.884,541309.100
1582,Увс ,Өлгий,,ПЦ-5045,GPS85150002,"""Геосет"" ХХК",ГЦТ-5045,49.0233333333333,92.0338888888889,1584.131,49,1,24.89111,92,2,2.02,5430526.746,429370.430
1583,Увс ,Өлгий,,ПЦ-5056,GPS85150003,"""Геосет"" ХХК",ГЦТ-5056,49.03,92.0386111111111,1590.461,49,1,48.37456,92,2,19.17162,5431247.462,429727.921
1584,Увс ,Өлгий,,ПЦ-5060,GPS85150004,"""Геосет"" ХХК",ГЦТ-5060,49.0358333333333,92.0444444444444,1606.329,49,2,9.53426,92,2,40.57949,5431895.359,430170.830
1585,Увс ,Өлгий,,ПЦ-5076,GPS85150005,"""Геосет"" ХХК",ГЦТ-5076,49.0280555555556,92.0441666666667,1601.351,49,1,41.24127,92,2,39.66117,5431021.940,430141.182
1586,Увс ,Өлгий,,ПЦ-5701,GPS85150006,"""Геосет"" ХХК",ГЦТ-5701,49.0358333333333,92.0338888888889,1582.313,49,2,9.91121,92,2,2.453,5431916.800,429396.921
1587,Увс ,Өлгий,,ПЦ-5765,GPS85150007,"""Геосет"" ХХК",ГЦТ-5765,49.0416666666667,92.0347222222222,1585.073,49,2,30.44676,92,2,5.61569,5432550.097,429469.198
1588,Увс ,Өмнөговь,,ПЦ-5038,GPS85210002,"""Геосет"" ХХК",ГЦТ-5038,49.1097222222222,91.71,1586.364,49,6,35.21784,91,42,36.43224,5440461.030,405863.580
1589,Увс ,Өмнөговь,,ПЦ-5048,GPS85210003,"""Геосет"" ХХК",ГЦТ-5048,49.1083333333333,91.72,1586.735,49,6,30.14226,91,43,12.35996,5440291.954,406589.258
1590,Увс ,Өмнөговь,,ПЦ-5062,GPS85210004,"""Геосет"" ХХК",ГЦТ-5062,49.1011111111111,91.7191666666667,1594.982,49,6,4.99842,91,43,9.32579,5439516.584,406514.627
1591,Увс ,Өмнөговь,,ПЦ-5078,GPS85210005,"""Геосет"" ХХК",ГЦТ-5078,49.1016666666667,91.7069444444445,1595.367,49,6,6.80149,91,42,25.73139,5439587.267,405631.684
1592,Увс ,Өндөрхангай,,ПЦ-5009,GPS85030002,"""Геосет"" ХХК",ГЦТ-5009,49.2697222222222,94.8519444444444,1869.513,49,16,11.16043,94,51,7.07002,5459095.369,634720.789
1593,Увс ,Өндөрхангай,,ПЦ-5035,GPS85030003,"""Геосет"" ХХК",ГЦТ-5035,49.2694444444444,94.8647222222222,1859.185,49,16,10.48693,94,51,53.90402,5459097.841,635667.623
1594,Увс ,Өндөрхангай,,ПЦ-4608,GPS85030004,"""Геосет"" ХХК",ГЦТ-4608,49.2763888888889,94.8675,1867.978,49,16,35.93842,94,52,3.29594,5459888.425,635837.975
1595,Увс ,Өндөрхангай,,ПЦ-5755,GPS85030005,"""Геосет"" ХХК",ГЦТ-5755,49.2763888888889,94.8536111111111,1905.057,49,16,35.58641,94,51,13.88085,5459852.976,634839.907
1596,Увс ,Ховд,,ПЦ-0841,GPS85230002,"""Геосет"" ХХК",ГЦТ-0841,49.2808333333333,90.9091666666667,1406.575,49,16,51.69509,90,54,33.89458,5460799.705,347956.470
1597,Увс ,Ховд,,ПЦ-1182,GPS85230003,"""Геосет"" ХХК",ГЦТ-1182,49.2736111111111,90.9158333333333,1428.705,49,16,25.47034,90,54,57.23491,5459976.920,348405.631
1598,Увс ,Ховд,,ПЦ-6000,GPS85230004,"""Геосет"" ХХК",ГЦТ-6000,49.2794444444444,90.915,1413.456,49,16,46.85084,90,54,54.5304,5460638.608,348369.204
1599,Увс ,Ховд,,Эргэлтийн цэг,GPS85230005,"""Геосет"" ХХК",дугааргүй,49.2827777777778,90.9083333333333,1416.373,49,16,58.62583,90,54,30.38123,5461015.674,347891.422
1600,Увс ,Хяргас,,ПЦ-5079,GPS85080002,"""Геосет"" ХХК",ГЦТ-5079,49.6661111111111,93.7741666666667,1393.854,49,39,58.50271,93,46,27.86875,5501811.898,555882.537
1601,Увс ,Хяргас,,ПЦ-5166,GPS85080003,"""Геосет"" ХХК",ГЦТ-5166,49.6725,93.7819444444444,1375.030,49,40,21.78967,93,46,55.51431,5502536.792,556429.200
1602,Увс ,Хяргас,,ПЦ-5183,GPS85080004,"""Геосет"" ХХК",ГЦТ-5183,49.6733333333333,93.7888888888889,1366.336,49,40,24.7677,93,47,20.83659,5502634.066,556935.744
1603,Увс ,Хяргас,,ПЦ-5204,GPS85080005,"""Геосет"" ХХК",ГЦТ-5204,49.6761111111111,93.7880555555556,1363.468,49,40,34.78152,93,47,17.04742,5502942.520,556856.560
1604,Увс ,Цагаанхайрхан,,ПЦ-5058,GPS85050002,"""Геосет"" ХХК",дугааргүй,49.4022222222222,94.2636111111111,1745.621,49,24,8.19457,94,15,49.23632,5472944.217,591680.721
1605,Увс ,Цагаанхайрхан,,ПЦ-5069,GPS85050003,"""Геосет"" ХХК",ГЦТ-5069,49.4088888888889,94.24,1730.821,49,24,32.33056,94,14,24.80711,5473661.310,589967.008
1606,Увс ,Цагаанхайрхан,,ПЦ-5104,GPS85050004,"""Геосет"" ХХК",ГЦТ-5104,49.3994444444444,94.2425,1762.229,49,23,58.10748,94,14,33.18258,5472607.268,590153.177
1607,Увс ,Цагаанхайрхан,,ПЦ-5752,GPS85050005,"""Геосет"" ХХК",ГЦТ-5752,49.4111111111111,94.2608333333333,1697.793,49,24,40.84376,94,15,39.94637,5473949.300,591476.652
1608,Увс ,Улаангом ,,ПЦ-0005,GPS85160002,"""Геосет"" ХХК",дугааргүй,49.9755555555556,92.0747222222222,936.231,49,58,32.64302,92,4,29.31029,5536342.892,433661.352
1609,Увс ,Улаангом ,,ПЦ-0006,GPS85160003,"""Геосет"" ХХК",дугааргүй,49.98,92.0675,935.380,49,58,48.76121,92,4,3.05119,5536847.176,433144.552
1610,Увс ,Улаангом ,,ПЦ-0007,GPS85160004,"""Геосет"" ХХК",дугааргүй,49.9833333333333,92.0616666666667,934.735,49,59,0.63011,92,3,42.56382,5537218.834,432741.138
1611,Увс ,Улаангом ,,ПЦ-1150,GPS85160005,"""Геосет"" ХХК",ГЦТ-1150,50.0161111111111,92.0238888888889,915.088,50,0,58.05117,92,1,26.4723,5540879.920,430078.357
1612,Увс ,Улаангом ,,ПЦ-1151,GPS85160006,"""Геосет"" ХХК",ГЦТ-1151,49.9819444444444,92.0638888888889,935.186,49,58,55.91338,92,3,50.09919,5537071.283,432889.374
1613,Увс ,Улаангом ,,ПЦ-1153,GPS85160007,"""Геосет"" ХХК",ГЦТ-1153,49.9786111111111,92.0586111111111,940.182,49,58,43.87549,92,3,31.74986,5536704.093,432519.281
1614,Увс ,Улаангом ,,ПЦ-1158,GPS85160008,"""Геосет"" ХХК",ГЦТ-1158,49.9786111111111,92.0697222222222,936.125,49,58,43.83485,92,4,11.28225,5536692.990,433306.584
1615,Увс ,Улаангом ,,ПЦ-1162,GPS85160009,"""Геосет"" ХХК",ГЦТ-1162,49.9858333333333,92.0727777777778,927.348,49,59,9.05105,92,4,22.51731,5537468.985,433539.990
1616,Увс ,Улаангом ,,ПЦ-1167,GPS85160010,"""Геосет"" ХХК",ГЦТ-1167,49.9891666666667,92.0527777777778,933.349,49,59,21.5462,92,3,10.99658,5537872.723,432120.690
1617,Увс ,Улаангом ,,ПЦ-1169,GPS85160011,"""Геосет"" ХХК",ГЦТ-1169,49.9833333333333,92.0761111111111,928.085,49,59,0.48226,92,4,34.96863,5537201.281,433784.665
1618,Увс ,Улаангом ,,ПЦ-1172,GPS85160012,"""Геосет"" ХХК",ГЦТ-1172,49.9930555555556,92.0469444444445,931.889,49,59,35.37298,92,2,49.22994,5538305.251,431692.725
1619,Увс ,Улаангом ,,ПЦ-1175,GPS85160013,"""Геосет"" ХХК",ГЦТ-1175,49.9872222222222,92.0841666666667,921.657,49,59,14.62082,92,5,3.65173,5537630.912,434361.202
1620,Увс ,Улаангом ,,ПЦ-1176,GPS85160014,"""Геосет"" ХХК",ГЦТ-1176,50.0408333333333,91.9855555555555,901.550,50,2,27.29202,91,59,8.66701,5543672.525,427373.379
1621,Увс ,Улаангом ,,ПЦ-1180,GPS85160015,"""Геосет"" ХХК",ГЦТ-1180,49.9736111111111,92.0627777777778,944.358,49,58,25.21916,92,3,46.43113,5536124.244,432804.453
1622,Увс ,Улаангом ,,ПЦ-1185,GPS85160016,"""Геосет"" ХХК",ГЦТ-1185,49.9613888888889,92.0513888888889,963.906,49,57,41.15405,92,3,5.00009,5534773.750,431961.979
1623,Увс ,Улаангом ,,ПЦ-1188,GPS85160017,"""Геосет"" ХХК",ГЦТ-1188,50.0080555555556,92.0316666666667,921.210,50,0,29.96799,92,1,54.00167,5540005.478,430614.970
1624,Увс ,Улаангом ,,ПЦ-3040,GPS85160018,"""Геосет"" ХХК",ГЦТ-3040,50.0152777777778,92.0458333333333,907.270,50,0,55.84314,92,2,45.51536,5540791.425,431650.473
1625,Увс ,Улаангом ,,ПЦ-3054,GPS85160019,"""Геосет"" ХХК",ГЦТ-3054,49.9947222222222,92.0947222222222,915.009,49,59,41.34876,92,5,41.83912,5538447.121,435131.589
1626,Увс ,Улаангом ,,ПЦ-3062,GPS85160020,"""Геосет"" ХХК",ГЦТ-3062,50.0016666666667,92.0377777777778,925.395,50,0,6.77107,92,2,16.24173,5539283.353,431048.409
1627,Увс ,Улаангом ,,ПЦ-3068,GPS85160021,"""Геосет"" ХХК",ГЦТ-3068,50.0091666666667,92.0627777777778,908.120,50,0,33.97848,92,3,46.68876,5540100.763,432859.401
1628,Увс ,Улаангом ,,ПЦ-3070,GPS85160022,"""Геосет"" ХХК",ГЦТ-3070,49.9744444444444,92.0597222222222,945.152,49,58,28.90678,92,3,35.34559,5536240.902,432585.083
1629,Увс ,Улаангом ,,ПЦ-3071,GPS85160023,"""Геосет"" ХХК",ГЦТ-3071,50.0022222222222,92.0722222222222,911.933,50,0,8.08202,92,4,20.55864,5539292.574,433523.598
1630,Увс ,Улаангом ,,ПЦ-3079,GPS85160024,"""Геосет"" ХХК",ГЦТ-3079,49.9680555555556,92.0430555555556,959.240,49,58,5.17972,92,2,35.94938,5535523.120,431392.689
1631,Увс ,Улаангом ,,ПЦ-3080,GPS85160025,"""Геосет"" ХХК",ГЦТ-3080,50.0325,92.0075,902.996,50,1,57.3687,92,0,27.63819,5542727.289,428931.854
1632,Увс ,Улаангом ,,ПЦ-3113,GPS85160026,"""Геосет"" ХХК",ГЦТ-3113,49.9719444444444,92.0655555555556,944.597,49,58,19.85914,92,3,56.48329,5535956.203,433002.604
1633,Увс ,Улаангом ,,ПЦ-3115,GPS85160027,"""Геосет"" ХХК",ГЦТ-3115,49.9869444444444,92.0558333333333,932.375,49,59,13.53024,92,3,21.94934,5537622.403,432335.652
1634,Увс ,Улаангом ,,ПЦ-3118,GPS85160028,"""Геосет"" ХХК",ГЦТ-3118,49.9841666666667,92.0525,936.736,49,59,3.84197,92,3,9.08958,5537326.430,432075.793
1635,Увс ,Улаангом ,,ПЦ-3120,GPS85160029,"""Геосет"" ХХК",ГЦТ-3120,49.9894444444444,92.0586111111111,928.840,49,59,22.54098,92,3,31.4065,5537898.316,432527.468
1636,Увс ,Улаангом ,,ПЦ-3122,GPS85160030,"""Геосет"" ХХК",ГЦТ-3122,49.9880555555556,92.0658333333333,928.541,49,59,17.78278,92,3,57.468,5537744.860,433044.553
1637,Увс ,Улаангом ,,ПЦ-3123,GPS85160031,"""Геосет"" ХХК",ГЦТ-3123,49.9791666666667,92.0758333333333,932.001,49,58,45.18048,92,4,33.24573,5536729.128,433744.518
1638,Увс ,Улаангом ,,ПЦ-3125,GPS85160032,"""Геосет"" ХХК",ГЦТ-3125,50.0197222222222,92.0347222222222,907.197,50,1,11.55967,92,2,5.7642,5541286.966,430865.665
1639,Увс ,Улаангом ,,ПЦ-3126,GPS85160033,"""Геосет"" ХХК",ГЦТ-3126,49.9733333333333,92.0366666666667,954.265,49,58,24.27857,92,2,12.54974,5536118.943,430934.156
1640,Увс ,Улаангом ,,ПЦ-3127,GPS85160034,"""Геосет"" ХХК",ГЦТ-3127,49.9955555555556,92.0658333333333,920.826,49,59,44.17557,92,3,57.40222,5538559.987,433053.422
1641,Увс ,Улаангом ,,ПЦ-3128,GPS85160035,"""Геосет"" ХХК",ГЦТ-3128,49.9791666666667,92.0491666666667,942.614,49,58,45.79963,92,2,57.5129,5536772.139,431838.180
1642,Увс ,Улаангом ,,ПЦ-4172,GPS85160036,"""Геосет"" ХХК",ГЦТ-4172,50.0633333333333,91.9386111111111,918.298,50,3,48.58126,91,56,19.6258,5546229.741,424046.792
1643,Увс ,Улаангом ,,ПЦ-4908,GPS85160037,"""Геосет"" ХХК",ГЦТ-4908,50.0683333333333,91.9413888888889,910.039,50,4,6.85061,91,56,29.23044,5546791.264,424245.733
1644,Увс ,Улаангом ,,ПЦ-5260,GPS85160038,"""Геосет"" ХХК",ГЦТ-5260,50.0619444444444,91.9488888888889,903.336,50,3,43.95807,91,56,56.08738,5546076.712,424769.665
1645,Увс ,Улаангом ,,Эргэлтийн цэг1,GPS85160039,"""Геосет"" ХХК",дугааргүй,49.9763888888889,92.0988888888889,947.984,49,58,35.52883,92,5,56.92624,5536410.720,435407.482
1646,Увс ,Улаангом ,,Эргэлтийн цэг2,GPS85160040,"""Геосет"" ХХК",дугааргүй,49.9533333333333,92.0675,989.847,49,57,12.99393,92,4,3.54048,5533889.404,433117.442
1647,Увс ,Улаангом ,,Эргэлтийн цэг3,GPS85160041,"""Геосет"" ХХК",дугааргүй,49.9616666666667,92.0669444444444,959.207,49,57,42.53111,92,4,1.08316,5534802.231,433079.851
1648,Увс ,Улаангом ,,Хөр/репер 2036,GPS85160042,"""Геосет"" ХХК",ГЗЗГ-2036,50.0472222222222,91.9541666666667,912.508,50,2,50.58631,91,57,15.07991,5544423.080,425124.191
1649,Увс ,Улаангом ,,Хөр/репер 44788,GPS85160043,"""Геосет"" ХХК",44788,50.0747222222222,91.9227777777778,936.594,50,4,29.02158,91,55,22.37761,5547494.987,422926.665
1650,Увс ,Улаангом ,,Хөр/репер 3513,GPS85160044,"""Геосет"" ХХК",ГЗЗГ-3513,50.0127777777778,92.0791666666667,902.719,50,0,46.6392,92,4,45.35844,5540477.271,434031.929
1651,Увс ,Улаангом ,,Хөр/репер 29601,GPS85160045,"""Геосет"" ХХК",29601,49.9697222222222,92.1363888888889,978.104,49,58,11.53153,92,8,11.37659,5535638.015,438076.749
1652,Увс ,Улаангом ,,Хөр/ репер 0473,GPS85160046,"""Геосет"" ХХК",БНМАУ-0473,49.9708333333333,92.0777777777778,939.899,49,58,15.1455,92,4,40.70902,5535799.700,433881.722
1653,Увс ,Улаангом ,,Хад/марк 0023,GPS85160047,"""Геосет"" ХХК",Гравиметр 0023,49.9527777777778,92.0677777777778,967.813,49,57,10.18029,92,4,4.28272,5533802.324,433131.150
1654,Увс ,Улаангом ,,5745,GPS85160048,"""Геосет"" ХХК",ГЦТ-5745,50.0069444444444,92.0866666666667,904.380,50,0,25.41534,92,5,12.98225,5539815.053,434573.687
1655,Увс ,Улаангом ,,5746,GPS85160049,"""Геосет"" ХХК",ГЦТ-5746,49.995,92.0877777777778,913.710,49,59,42.24825,92,5,16.86058,5538480.941,434634.624
1656,Увс ,Улаангом ,,5747,GPS85160050,"""Геосет"" ХХК",ГЦТ-5747,50.0016666666667,92.0930555555556,908.041,50,0,6.02193,92,5,35.81654,5539210.577,435020.922
1657,Увс ,Улаангом ,,5749,GPS85160051,"""Геосет"" ХХК",ГЦТ-5749,49.9986111111111,92.0780555555556,913.772,49,59,55.87363,92,4,41.8453,5538910.292,433942.687
1658,Увс ,Улаангом ,,5753,GPS85160052,"""Геосет"" ХХК",ГЦТ-5753,50.0011111111111,92.0813888888889,910.657,50,0,4.50828,92,4,53.9695,5539173.994,434187.325
1659,Увс ,Улаангом ,,5759,GPS85160053,"""Геосет"" ХХК",ГЦТ-5759,49.9938888888889,92.0725,920.252,49,59,38.34029,92,4,21.18177,5538373.879,433524.612
1660,Увс ,Улаангом ,,5761,GPS85160054,"""Геосет"" ХХК",ГЦТ-5761,50.0091666666667,92.08,904.742,50,0,33.88239,92,4,48.10889,5540082.617,434081.820
1661,Увс ,Улаангом ,,5762,GPS85160055,"""Геосет"" ХХК",ГЦТ-5762,49.9791666666667,92.0836111111111,930.618,49,58,45.31566,92,5,1.08199,5536726.483,434298.946
1662,Увс ,Улаангом ,,5763,GPS85160056,"""Геосет"" ХХК",ГЦТ-5763,49.9855555555556,92.0913888888889,923.054,49,59,8.05169,92,5,29.00519,5537421.876,434863.584
1663,Хөвсгөл ,Алаг-Эрдэнэ,,5791,GPS67140002,"""Ану сүрвэй"" ХХК",ГЦТ-5791,50.1175,100.040555555556,1578.843,50,7,3.862,100,2,26.674,5552240.220,574403.954
1664,Хөвсгөл ,Алаг-Эрдэнэ,,5764,GPS67140003,"""Ану сүрвэй"" ХХК",ГЦТ-5764,50.1219444444445,100.055555555556,1564.534,50,7,19.5232,100,3,20.5232,5552750.401,575466.305
1665,Хөвсгөл ,Алаг-Эрдэнэ,,6041,GPS67140004,"""Ану сүрвэй"" ХХК",GPS-6041,50.1088888888889,100.035277777778,1577.998,50,6,32.1393,100,2,7.1507,5551255.095,574029.841
1666,Хөвсгөл ,Алаг-Эрдэнэ,,5799,GPS67140005,"""Ану сүрвэй"" ХХК",ГЦТ-5799,50.1133333333333,100.046111111111,1562.191,50,6,48.5576,100,2,46.6833,5551773.107,574807.928
1667,Хөвсгөл ,Алаг-Эрдэнэ,,5767,GPS67140006,"""Ану сүрвэй"" ХХК",ГЦТ-5767,50.1155555555556,100.055277777778,1557.502,50,6,56.5663,100,3,19.4856,5552029.620,575455.887
1668,Хөвсгөл ,Хатгал,Хатгал,5687,GPS67340002,"""Ану сүрвэй"" ХХК",ГЦТ-5687,50.4511111111111,100.154722222222,1513.703,50,27,8.85952,100,9,11.60572,5402156.245,563919.223
