id ,aimag,sum,point_name,PID,B_gradWGS84,B_minWGS84,B_secWGS84,L_gradWGS84,L_minWGS84,L_secWGS84,N_UTM,E_UTM,ondor,B_degree,L_degree
175,Дорноговь,Улаанбадрах,ТП Элч,L491598,44,1,50.990364,109,47,50.996895,4876000.012,403640.2488,828.83,44.0308306566667,109.7974991375
176,Дорноговь,Улаанбадрах,Тп Дээргэнэхийн,L491597,44,2,28.719822,109,55,27.52284,4877023.625,413817.3473,872.595,44.0413110616667,109.9243119
177,Дорноговь,Улаанбадрах,Баянгийн,L491659,44,12,12.057173,110,0,53.78236,4894930.534,421293.7775,709.747,44.2033492147222,110.014939544444
178,Дорноговь,Улаанбадрах,Хутэл,L491622,44,23,39.297889,110,11,23.895159,4915981.813,435488.1697,721.28,44.3942494136111,110.1899708775
179,Дорноговь,Улаанбадрах,ТП Наймын,L491661,44,19,31.03265,110,16,22.755334,4908259.748,442031.7839,748.525,44.3252868472222,110.272987592778
180,Дорноговь,Улаанбадрах,ТП Талын ,L491618,44,28,54.08936,110,13,3.8502,4925673.081,437792.2889,720.516,44.4816914888889,110.217736166667
181,Дорноговь,Улаанбадрах,HB,K49099,43,43,58.755765,111,5,36.317883,4842221.31,507523.5051,949.588,43.7329877125,111.093421634167
182,Дорноговь,Улаанбадрах,Тп Целин,K49148,43,35,17.584345,110,50,43.428846,4826150.371,487519.4282,1076.775,43.5882178736111,110.845396901667
183,Дорноговь,Улаанбадрах,Хашаат,K49163,43,33,1.781981,111,13,29.231321,4821973.822,518157.5624,1128.862,43.5504949947222,111.224786478056
184,Дорноговь,Улаанбадрах,Тп Бага,K49067,43,46,34.214097,110,35,9.714767,4847096.353,466685.9433,968.805,43.7761705825,110.586031879722
185,Дорноговь,Улаанбадрах,Тп Цэнхэр,GPSB00067,43,46,48.008752,110,1,32.151559,4847900.003,421589.9069,1157.224,43.7800024311111,110.025597655278
186,Дорноговь,Улаанбадрах,Тп Нүдэн,K49052,43,44,39.4601,110,29,14.93412,4843600.449,458733.2121,994.178,43.7442944722222,110.4874817
187,Дорноговь,Улаанбадрах,Тп Бүргэд,K49144,43,31,18.090542,110,24,42.511621,4818918.461,452465.0591,1087.378,43.5216918172222,110.411808783611
188,Дорноговь,Улаанбадрах,Тп Хадын шанд,K49058,43,54,20.22593,110,34,42.697002,4861476.488,466155.24,994.613,43.9056183138889,110.578526945
189,Дорноговь,Улаанбадрах,Тп Аршантын,K49002,44,0,0.922214,110,31,6.698393,4872013.961,461398.5064,1110.358,44.0002561705556,110.518527331389
190,Дорноговь,Улаанбадрах,Тп Цэцэрлэг уул,L491694,44,8,18.096247,110,30,28.707162,4887358.057,460644.042,995.822,44.1383600686111,110.507974211667
191,Дорноговь,Улаанбадрах,Тп Далайн,GPSB00068,44,7,44.448173,110,36,29.807178,4886276.824,468662.3043,998.061,44.1290133813889,110.608279771667
192,Дорноговь,Улаанбадрах,Тд Модгүй,L491665,44,14,24.102393,110,21,20.506696,4898734.652,448552.2015,817.776,44.2400284425,110.355696304444
193,Дорноговь,Улаанбадрах,Тп Хавтгай ул,L491675,44,6,22.936144,110,17,35.983763,4883930.108,443444.5405,875.788,44.1063711511111,110.293328823056
194,Дорноговь,Эрдэнэ,Булак,L492131,44,2,19.739403,110,59,11.841137,4876184.206,498928.1734,1230.048,44.0388165008333,110.986622538056
195,Дорноговь,Эрдэнэ,Улан нуру,K49060,43,53,36.233289,110,57,48.892364,4860033.562,497074.9333,1095.074,43.8933981358333,110.963581212222
196,Дорноговь,Эрдэнэ,ТП Дзам,GPSB00069,44,27,17.008344,110,27,40.265197,4922521.28,457132.2536,834.559,44.45472454,110.461184776944
197,Дорноговь,Эрдэнэ,ТП Талын,L491640,44,33,35.871417,110,47,26.241599,4934091.218,483372.042,1043.584,44.5599642825,110.790622666389
198,Дорноговь,Эрдэнэ,Уран,L492130,44,5,48.317277,110,59,16.738379,4882619.345,499038.1054,1271.011,44.0967547991667,110.987982883056
199,Дорноговь,Эрдэнэ,ТП Дзавагийн,L492129,44,16,6.288297,110,50,58.879616,4901696.615,488003.3934,1086.338,44.2684134158333,110.849688782222
200,Дорноговь,Эрдэнэ,25,GPSB00070,44,13,24.544081,110,49,40.833122,4896709.636,486262.6549,999.437,44.2234844669444,110.828009200556
201,Дорноговь,Эрдэнэ,Цавчирын,L491599,44,21,25.671894,110,40,24.978986,4911591.645,473989.0669,1081.33,44.3571310816667,110.673605273889
202,Дорнод,Баяндун,ГЦХ-1 21-0015,GPSB00071,49,40,46.385911,113,14,23.525589,661582.5911,5505411.413,1069.87,49.6795516419444,113.239868219167
203,Дорнод,Баяндун,ГЦХ-1 21-0021,GPSB00072,49,3,45.841846,113,30,47.575568,683583.6797,5437472.167,1003.582,49.0627338461111,113.513215435556
204,Дорнод,Баян-Уул,ГЦХ-1 21-0009,GPSB00073,49,17,23.902651,112,54,19.897745,638560.3917,5461438.368,1094.987,49.2899729586111,112.905527151389
205,Дорнод,Баян-Уул,ГЦХ-1 21-0025,GPSB00074,49,14,4.443294,112,43,50.679876,625992.6797,5454973.551,968.565,49.2345675816667,112.73074441
206,Дорнод,Баянтүмэн,4165,L50531,47,32,39.233497,114,56,17.976339,796339.1415,5273165.416,837.723,47.5442315269445,114.938326760833
207,Дорнод,Баянтүмэн,ГЦХ-1 21-0005,GPSB00075,48,4,54.990654,113,56,45.371486,719395.1057,5329606.455,804.196,48.0819418483333,113.945936523889
208,Дорнод,Булган,  ГЦХ-1 21-0004,GPSB00076,47,51,47.921705,113,45,22.013666,706128.4272,5304785.795,954.637,47.8633115847222,113.756114907222
209,Дорнод,Булган,  ГЦХ-1 21-0034,GPSB00077,47,58,14.785213,113,42,15.236622,701829.8048,5316591.041,912.453,47.9707736702778,113.704232395
210,Дорнод,Булган,ГЦХ-1 21-0037,GPSB00078,47,58,42.36167,114,16,47.938174,297022.2362,5317483.78,885.747,47.9784337972222,114.279982826111
211,Дорнод,Булган,  ГЦХ-1 21-0017,GPSB00079,47,53,51.513597,114,9,38.498676,287790.6097,5308826.454,849.897,47.8976426658333,114.160694076667
212,Дорнод,Булган,ГЦХ-1 21-0020,GPSB00080,47,53,0.900594,114,4,2.008038,280745.9227,5307525.352,921.48,47.8835834983333,114.067224455
213,Дорнод,Булган,  ГЦХ-1 21-0032,GPSB00081,47,55,1.458874,114,33,16.621964,317298.8687,5309977.641,923.26,47.9170719094445,114.554617212222
214,Дорнод,Булган,ГЦХ-1 21-0026,GPSB00082,47,39,28.13382,114,8,30.108106,285385.4449,5282227.242,1058.347,47.65781495,114.141696696111
215,Дорнод,Булган,ГЦХ-1 21-0036,GPSB00083,47,23,24.493137,114,43,48.539227,328697.1685,5251018.058,851.381,47.3901369825,114.730149785278
216,Дорнод,Булган,  ГЦХ-1 21-0003 ,GPSB00084,48,1,52.234369,113,43,55.977718,703680.1278,5323377.392,887.528,48.0311762136111,113.732216032778
217,Дорнод,Дашбалбар,ГЦХ-1 21-0014,GPSB00085,49,36,48.915139,113,55,57.998292,711848.6084,5499800.528,951.122,49.6135875386111,113.932777303333
218,Дорнод,Чойбалсан,ГЦХ-1 21-0007,GPSB00086,48,40,35.007094,115,36,44.950915,397859.1689,5392411.583,771.833,48.6763908594444,115.612486365278
219,Дорнод,Дашбалбар,ГЦХ-1 21-0008,GPSB00087,49,12,32.819457,113,57,21.577236,715288.3388,5454909.027,801.14,49.2091165158333,113.955993676667
220,Дорнод,Сэргэлэн,ГЦХ-1 21-0006,GPSB00088,48,50,18.224849,114,26,43.410446,312553.9847,5412638.247,780.677,48.8383957913889,114.445391790556
221,Дорнод,Сэргэлэн,ГЦХ-1 21-0016,GPSB00089,48,23,59.074951,114,15,28.753538,297052.4079,5364364.345,796.577,48.3997430419444,114.257987093889
222,Дорнод,Халх гол,ГЦХ-1 21-0018,GPSB00090,47,36,13.498493,118,9,39.024563,587253.9402,5272912.969,746.651,47.6037495813889,118.160840156389
223,Дорнод,Халх гол,ГЦХ-1 21-0012,GPSB00091,47,21,56.445937,118,26,21.399844,608672.1863,5246806.311,714.521,47.3656794269444,118.439277734444
224,Дорнод,Хөлөнбуйр,ГЦХ-1 21-0013,GPSB00092,48,9,2.05946,112,33,51.564478,616349.9628,5334219.192,1040.421,48.1505720722222,112.564323466111
225,Дорнод,Цагаан-Овоо,ГЦХ-1 21-0031,GPSB00093,48,21,53.964297,112,58,13.644389,645944.0833,5358744.64,991.147,48.3649900825,112.970456774722
226,Дорнод,Цагаан-Овоо,ГЦХ-1 21-0030,GPSB00094,48,33,43.052376,113,40,29.628674,697349.8293,5382217.407,939.932,48.5619589933333,113.674896853889
227,Дорнод,Баянтүмэн,ГЦХ-1 21-0035,GPSB00095,47,35,32.353463,115,2,12.377363,352404.4938,5272857.376,762.49,47.5923204063889,115.036771489722
228,Дорнод,Чойбалсан,ГЦХ-1 21-0029,GPSB00096,48,47,21.601662,115,5,1.952229,359263.1353,5405808.135,834.616,48.789333795,115.083875619167
229,Дорнод,Чойбалсан,ГЦХ-1 21-0010,GPSB00097,48,52,31.865901,115,8,11.342612,363361.6109,5415291.998,862.155,48.8755183058333,115.136484058889
230,Дорнод,Дашбалбар,ГЦХ-1 21-0027,GPSB00098,49,31,23.649833,113,54,23.86038,376848.7212,5381230.674,875.822,49.5232360647222,113.906627883333
231,Дорнод,Чойбалсан,  ГЦХ-1 21-0028,GPSB00099,48,34,19.407222,115,19,49.835825,320272.4343,5362942,666.902,48.5720575616667,115.330509951389
232,Дорнод,Чойбалсан,ГЦХ-1 21-0002,GPSB00100,48,23,38.418333,114,34,19.229708,402991.8767,5524737.461,821.527,48.3940050925,114.572008252222
233,Дорнод,Чулуунхороот ,ГЦХ-1 21-0023,GPSB00101,49,52,1.859179,115,39,0.360599,359536.0619,5260219.162,614.459,49.8671831052778,115.650100166389
234,Дорнод,Матад,21-0011,GPSB00102,47,28,48.889951,115,8,8.206136,489822.6411,5285537.497,763.832,47.4802472086111,115.135612815556
235,Дорнод,Матад,6311,L50636,47,43,23.286111,116,51,51.446031,531998.4395,5294525.09,630.879,47.7231350308333,116.864290564167
236,Дундговь,Баянжаргалан,ГЦХ1 480051,GPSB00103,45,46,28.184266,108,0,43.863312,5073335.0256,267711.1873,1311.491,45.7744956294444,108.012184253333
237,Дундговь,Баянжаргалан,ГЦХ1 480052,GPSB00104,45,54,58.230912,108,0,9.111933,5089103.674,267552.0723,1367.66,45.9161752533333,108.0025310925
238,Дундговь,Говь-Угтаал,Тр-Элэгний,L480641,46,2,37.579645,107,19,26.197749,5101536.598,679804.665,1672.301,46.0437721236111,107.323943819167
239,Дундговь,Говь-Угтаал,Тр-Сүмбэр уул,L481112,45,48,19.633463,107,24,4.619562,5075236.5874,686586.0272,1408.046,45.8054537397222,107.401283211667
240,Дундговь,Гурвансайхан,ГЦХ1 480037,GPSB00105,45,44,57.8099,107,14,39.166242,5068653.1369,674556.3442,1447.811,45.7493916388889,107.244212845
241,Дундговь,Гурвансайхан,ГЦХ1 480038,GPSB00106,45,37,13.073766,107,19,50.548097,5054503.5337,681701.5572,1250.593,45.6202982683333,107.330707804722
242,Дундговь,Гурвансайхан,ГЦХ1 480039,GPSB00107,45,30,22.827188,107,33,4.802787,5042367.3411,699304.1187,1164.23,45.5063408855556,107.5513341075
243,Дундговь,Гурвансайхан,Тр-Хөх уул ,L481066,45,26,54.362828,107,13,19.570308,5035169.5092,673763.5661,1212.861,45.4484341188889,107.222102863333
244,Дундговь,Гурвансайхан,ГЦХ1 480040,GPSB00108,45,19,1.986663,107,12,41.864907,5020569.6756,673345.2774,1199.967,45.3172185175,107.211629140833
245,Дундговь,Гурвансайхан,Тр-Үнэсэту,L481074,45,19,45.366965,106,32,15.348559,5020678.9248,620489.8982,1206.06,45.3292686013889,106.537596821944
246,Дундговь,Гурвансайхан,ГЦХ1 480029,GPSB00109,45,33,52.265706,106,56,17.912201,5047491.5934,651260.2998,1362.991,45.5645182516667,106.938308944722
247,Дундговь,Дэрэн,ГЦХ1 480030,GPSB00110,45,49,55.418458,106,44,45.14085,5076870.6342,635594.7738,1496.623,45.8320606827778,106.745872458333
248,Дундговь,Дэрэн,ГЦХ1 480031,GPSB00111,45,54,52.536316,106,42,5.199646,5085965.7844,631948.7375,1493.137,45.9145934211111,106.701444346111
249,Дундговь,Дэрэн,ГЦХ1 480032,GPSB00112,45,58,11.116423,106,53,44.794181,5092434.3299,646873.4279,1440.804,45.9697545619444,106.895776161389
250,Дундговь,Дэрэн,ГЦХ1 480001,GPSB00113,46,26,24.365341,106,36,0.080969,5144191.4324,622906.7209,1373.999,46.4401014836111,106.600022491389
251,Дундговь,Дэрэн,ГЦХ1 480033,GPSB00114,46,12,53.223836,106,57,2.715604,5119761.5184,650464.6977,1389.263,46.2147843988889,106.950754334444
252,Дундговь,Дэрэн,ГЦХ1 480034,GPSB00115,46,17,39.645681,107,5,33.441936,5128880.363,661173.6874,1426.463,46.2943460225,107.09262276
253,Дундговь,Дэлгэрхангай,ГЦХ1 480009,GPSB00116,45,19,16.480754,104,13,22.963986,5018931.1985,439107.2729,1457.415,45.3212446538889,104.223045551667
254,Дундговь,Дэлгэрхангай,ГЦХ1 480010,GPSB00117,45,12,52.08275,104,43,29.345121,5006812.2905,478392.5205,1904.765,45.2144674305556,104.724818089167
255,Дундговь,Луус,ГЦХ1 480012,GPSB00118,45,32,29.61732,105,33,21.273042,5043264.0345,543399.4296,1359.884,45.5415603666667,105.555909178333
256,Дундговь,Өлзийт,ГЦХ1 480018,GPSB00119,44,30,3.061967,105,40,27.294054,4927724.7183,553600.4711,1405.762,44.5008505463889,105.674248348333
257,Дундговь,Өлзийт,ГЦХ1 480019,GPSB00120,44,38,14.163722,105,45,28.685883,4942936.1165,560115.2468,1321.685,44.6372677005556,105.757968300833
258,Дундговь,Өлзийт,ГЦХ1 480020,GPSB00121,44,37,10.06188,106,22,15.920174,4941593.0834,608775.8359,1204.148,44.6194616333333,106.371088937222
259,Дундговь,Өлзийт,ГЦХ1 480021,GPSB00122,44,28,0.143917,106,19,14.519029,4924559.253,605052.5764,1344.96,44.4667066436111,106.320699730278
260,Дундговь,Өлзийт,ГЦХ1 480024,GPSB00123,44,36,49.978335,106,36,54.600011,4941327.9206,628152.174,1192.648,44.6138828708333,106.615166669722
261,Дундговь,Өлзийт,ГЦХ1 480026,GPSB00124,44,47,41.563867,106,30,50.287341,4961279.2897,619748.9932,1216.632,44.7948788519444,106.513968705833
262,Дундговь,Өлзийт,ГЦХ1 480025,GPSB00125,44,57,39.191081,106,36,24.540589,4979861.2237,626727.9267,1388.511,44.9608864113889,106.606816830278
263,Дундговь,Өлзийт,ГЦХ1 480027,GPSB00126,45,5,47.798248,106,41,16.277656,4995068.429,632805.0028,1308.054,45.0966106244444,106.687854904444
264,Дундговь,Өлзийт,ГЦХ1 480028,GPSB00127,45,17,20.403684,106,24,56.92112,5016030.5176,611025.1141,1179.349,45.2890010233333,106.415811422222
265,Дундговь,Өлзийт,ГЦХ1 480042,GPSB00128,45,2,46.097511,107,22,49.382366,4990832.3224,687460.0294,1122.06,45.0461381975,107.380383990556
266,Дундговь,Өлзийт,ГЦХ1 480043,GPSB00129,44,48,21.94626,107,33,46.549731,4964606.0865,702678.8304,1218.412,44.8060961833333,107.562930480833
267,Дундговь,Өлзийт,ГЦХ1 480044,GPSB00130,44,35,25.984833,107,21,3.416381,4940155.9191,686606.4765,1043.679,44.5905513425,107.350948994722
268,Дундговь,Өлзийт,ГЦХ1 480045,GPSB00131,44,28,57.520511,107,26,27.935982,4928379.8209,694120.1338,1225.825,44.4826445863889,107.441093328333
269,Дундговь,Өндөршил,ГЦХ1 480041,GPSB00132,45,12,1.004165,107,40,49.808773,5008694.8912,710526.8602,1102.276,45.2002789347222,107.680502436944
270,Дундговь,Өндөршил,ГЦХ1 480046,GPSB00133,44,55,6.427876,108,23,8.41645,4977216.6921,293658.5312,1112.408,44.9184521877778,108.385671236111
271,Дундговь,Өндөршил,ГЦХ1 480047,GPSB00134,45,2,50.610288,108,0,38.376433,4992563.0701,264588.639,1091.584,45.0473917466667,108.010660120278
272,Дундговь,Өндөршил,Харуулт овоо,L481157,45,10,5.583933,107,53,22.429466,5005699.9878,727073.9992,1117.534,45.1682177591667,107.889563740556
273,Дундговь,Өндөршил,ГЦХ1 480048,GPSB00135,45,11,30.404601,108,13,54.65683,5007983.0688,282556.8624,1161.83,45.1917790558333,108.231849119444
274,Дундговь,Өндөршил,ГЦХ1 480049,GPSB00136,45,21,30.254871,108,10,52.938694,5026630.9644,279239.3163,1258.795,45.3584041308333,108.181371859444
275,Дундговь,Өндөршил,ГЦХ1 480050,GPSB00137,45,39,4.855133,108,18,21.621754,5058841.2971,290093.1644,1103.192,45.6513486480556,108.306006042778
276,Дундговь,Сайхан-Овоо,ГУГК-1919,L480938,45,52,25.1566,104,19,36.622827,5080230.1064,447757.1612,1356.405,45.8736546111111,104.326839674167
277,Дундговь,Сайхан-Овоо,ГЦХ1 480005,GPSB00138,45,27,53.479199,104,0,19.3031,5035073.1614,422243.8407,1410.025,45.4648553330556,104.005361972222
278,Дундговь,Сайхан-Овоо,ГЦХ1 480006,GPSB00139,45,21,56.17682,103,45,34.399416,5024314.1013,402857.8255,1476.589,45.3656046722222,103.759555393333
279,Дундговь,Сайхан-Овоо,ГЦХ1 480007,GPSB00140,45,23,15.288906,104,1,29.162381,5026469.6617,423656.7576,1431.389,45.3875802516667,104.024767328056
280,Дундговь,Сайхан-Овоо,ГЦХ1 480008,GPSB00141,45,26,23.544547,104,14,52.850677,5032091.66,441187.2703,1467.236,45.4398734852778,104.248014076944
281,Дундговь,Хулд,ГЦХ1 480011,GPSB00142,45,25,12.041461,105,3,59.504148,5029612.2315,505205.047,1389.091,45.4200115169444,105.06652893
282,Дундговь,Хулд,ГЦХ1 480013,GPSB00143,45,23,29.661525,105,27,44.801083,5026554.6563,536198.6043,1475.349,45.3915726458333,105.462444745278
283,Дундговь,Хулд,ГЦХ1 480014,GPSB00144,45,10,0.101145,105,17,11.874388,5001508.3036,522525.3669,1568.968,45.1666947625,105.286631774444
284,Дундговь,Хулд,ГЦХ1 480015,GPSB00145,44,54,9.157277,105,31,14.888697,4972256.2457,541116.7239,1245.357,44.9025436880556,105.520802415833
285,Дундговь,Хулд,ГЦХ1 480016,GPSB00146,44,56,55.060973,105,37,55.031574,4977437.8848,549852.0712,1236.895,44.9486280480556,105.631953215
286,Дундговь,Хулд,ГЦХ1 480017,GPSB00147,44,52,48.366804,105,40,31.762283,4969853.2937,553349.8312,1191.929,44.88010189,105.675489523056
287,Дундговь,Цагаандэлгэр,ГЦХ1 480035,GPSB00148,46,20,32.496603,107,9,45.757083,5134360.1673,666426.0162,1360.115,46.3423601675,107.162710300833
288,Дундговь,Цагаандэлгэр,ГЦХ1 480036,GPSB00149,46,22,42.219768,107,27,3.413698,5139010.3226,688482.0486,1277.501,46.37839438,107.450948249444
289,Дундговь,Цагаандэлгэр,ГЦХ1 480054,GPSB00150,46,24,38.072101,107,37,57.295252,5143034.7954,702330.4959,1359.539,46.4105755836111,107.632582014444
290,Дундговь,Цагаандэлгэр,ГЦХ1 480055,GPSB00151,46,31,41.57546,107,43,0.158841,5156324.4946,708346.4185,1356.267,46.5282154055556,107.716710789167
291,Дундговь,Цагаандэлгэр,ГЦХ1 480057,GPSB00152,46,28,8.242422,107,59,11.458724,5150488.2194,729286.2176,1322.095,46.4689562283333,107.986516312222
292,Дундговь,Цагаандэлгэр,ГЦХ1 480059,GPSB00153,46,37,9.476847,107,52,40.850287,5166883.4872,720346.8297,1274.153,46.6192991241667,107.878013968611
293,Дундговь,Цагаандэлгэр,ГЦХ1 480060,GPSB00154,46,36,10.823649,107,57,41.26706,5165310.0397,726803.614,1257.408,46.6030065691667,107.961463072222
294,Дундговь,Цагаандэлгэр,ГЦХ1 480061,GPSB00155,46,34,7.862495,108,2,4.652297,5161526.241,272754.0491,1298.614,46.5688506930556,108.034625638056
295,Дундговь,Эрдэнэдалай,ГЦХ1 480004,GPSB00156,46,12,53.372577,104,39,28.640961,5117973.4055,473617.4209,1622.066,46.2148257158333,104.6579558225
296,Завхан,Алдархаан,У-ам,L47098,47,59,50.733067,97,2,24.005841,5317872.8682,353788.6062,2907.947,47.9974258519444,97.0400016225
297,Завхан,Алдархаан,Мандалт овоо,L47003,47,50,16.953253,97,0,24.866332,5300222.7223,350862.4445,2813.029,47.8380425702778,97.0069073144444
298,Завхан,Асгат,ВТСК Триангуляци,M47101,49,31,28.0522,96,44,58.010577,337130.7097,5488193.8432,2049.056,49.5244589444444,96.7494473825
299,Завхан,Баян тэс,ГЦХ-1 81-0011,GPSB00157,49,41,19.061465,96,3,6.169827,287358.6675,5508185.4312,1740.763,49.6886281847222,96.0517138408333
300,Завхан,Баян тэс,ГЦХ-1 81-0013,GPSB00158,49,54,54.784013,96,20,25.091823,309063.9717,5532596.0534,2273.403,49.9152177813889,96.3403032841667
301,Завхан,Баян тэс,ГЦХ-1 81-0012,GPSB00159,49,53,45.889151,96,27,46.434607,317791.8024,5530163.1063,2140.069,49.8960803197222,96.4628985019445
302,Завхан,Нөмрөг,ГЦХ-1 81-0021,GPSB00160,48,49,42.414827,96,59,18.992652,352381.2002,5410336.3185,1909.451,48.8284485630556,96.98860907
303,Завхан,Баян тэс,ГЦХ-1 81-0019,GPSB00161,49,57,46.074294,96,3,3.990844,288514.5693,5538662.9741,1989.009,49.962798415,96.0511085677778
304,Завхан,Баян тэс,ГЦХ-1 81-0027,GPSB00162,49,41,22.088981,96,33,36.292656,324023.0749,5506963.4291,2197.522,49.6894691613889,96.5600812933333
305,Завхан,Баянхайрхан,ГЦХ-1 81-0022,GPSB00163,49,17,31.401123,96,52,10.221578,345088.7341,5462106.7973,2170.502,49.2920558675,96.8695059938889
306,Завхан,Их-Уул,810017,GPSB00164,48,43,23.606407,98,46,56.438938,5396711.4999,483992.0827,1703.698,48.7232240019444,98.7823441494444
307,Завхан,Их-Уул,810018,GPSB00165,48,52,53.757081,98,48,35.736428,5414311.2742,486064.6451,2359.107,48.8815991891667,98.8099267855555
308,Завхан,Их-Уул,810019,GPSB00166,48,43,36.128016,98,55,42.884636,5397077.7487,494747.5711,2293.535,48.7267022266667,98.9285790655556
309,Завхан,Их уул,ГЦХ-1 81-0008,GPSB00167,49,2,44.542182,98,28,15.197002,461334.9176,5432671.5728,2594.13,49.0457061616667,98.4708880561111
